text,features,materials,style
"This structure exemplifies the Neoclassical architectural style. The building showcases columns, roofs and buttresses. It is primarily built using glass, wood and plaster.",columns;roofs;buttresses,glass;wood;plaster,Neoclassical
"It is primarily built using plaster, mosaic and tile. The building showcases roofs, domes and arches. With its use of plaster, mosaic, tile and distinctive roofs, the design stands out.",roofs;domes;arches,plaster;mosaic;tile,Romanesque
"It is primarily built using glass, tile and stone. This structure exemplifies the Modernist architectural style. With its use of glass, tile, stone and distinctive columns, the design stands out. The building showcases columns and minarets.",columns;minarets,glass;tile;stone,Modernist
"This structure exemplifies the Medieval architectural style. The building showcases balconies, roofs and columns.",balconies;roofs;columns,mosaic;marble;wood,Medieval
"The building showcases minarets, domes and towers. With its use of marble, brick, concrete and distinctive minarets, the design stands out. It is primarily built using marble, brick and concrete. This structure exemplifies the Baroque architectural style.",minarets;domes;towers,marble;brick;concrete,Baroque
"This structure exemplifies the Modernist architectural style. The building showcases domes, buttresses and vaults.",domes;buttresses;vaults,brick;marble,Modernist
"With its use of concrete, tile and distinctive domes, the design stands out. The building showcases domes, minarets, arches and vaults. It is primarily built using concrete and tile. This structure exemplifies the Modernist architectural style.",domes;minarets;arches;vaults,concrete;tile,Modernist
"The building showcases vaults, domes, roofs and arches. This structure exemplifies the Renaissance architectural style. It is primarily built using marble and concrete. With its use of marble, concrete and distinctive vaults, the design stands out.",vaults;domes;roofs;arches,marble;concrete,Renaissance
"With its use of glass, wood, brick and distinctive vaults, the design stands out. The building showcases vaults and domes.",vaults;domes,glass;wood;brick,Neoclassical
"With its use of mosaic, marble and distinctive columns, the design stands out. This structure exemplifies the Islamic architectural style. It is primarily built using mosaic and marble.",columns;stained glass;balconies;roofs,mosaic;marble,Islamic
"With its use of wood, plaster and distinctive vaults, the design stands out. The building showcases vaults, buttresses, columns and domes.",vaults;buttresses;columns;domes,wood;plaster,Renaissance
"This structure exemplifies the Neoclassical architectural style. With its use of marble, wood and distinctive buttresses, the design stands out.",buttresses;columns,marble;wood,Neoclassical
"With its use of stone, glass, wood and distinctive towers, the design stands out. The building showcases towers, domes and arches.",towers;domes;arches,stone;glass;wood,Byzantine
"The building showcases domes and arches. With its use of concrete, glass, wood and distinctive domes, the design stands out.",domes;arches,concrete;glass;wood,Romanesque
"With its use of wood, marble and distinctive vaults, the design stands out. This structure exemplifies the Modernist architectural style. The building showcases vaults and stained glass.",vaults;stained glass,wood;marble,Modernist
It is primarily built using stone and mosaic. The building showcases stained glass and balconies.,stained glass;balconies,stone;mosaic,Renaissance
"The building showcases minarets and stained glass. This structure exemplifies the Islamic architectural style. With its use of glass, brick and distinctive minarets, the design stands out. It is primarily built using glass and brick.",minarets;stained glass,glass;brick,Islamic
This structure exemplifies the Medieval architectural style. The building showcases towers and stained glass.,towers;stained glass,glass;marble;concrete,Medieval
"It is primarily built using mosaic and stone. This structure exemplifies the Byzantine architectural style. With its use of mosaic, stone and distinctive roofs, the design stands out. The building showcases roofs and minarets.",roofs;minarets,mosaic;stone,Byzantine
"It is primarily built using stone and plaster. The building showcases buttresses and domes. This structure exemplifies the Renaissance architectural style. With its use of stone, plaster and distinctive buttresses, the design stands out.",buttresses;domes,stone;plaster,Renaissance
"It is primarily built using concrete and marble. With its use of concrete, marble and distinctive buttresses, the design stands out.",buttresses;minarets;roofs,concrete;marble,Baroque
"It is primarily built using marble and plaster. The building showcases towers and vaults. With its use of marble, plaster and distinctive towers, the design stands out.",towers;vaults,marble;plaster,Gothic
"It is primarily built using plaster and stone. The building showcases domes, minarets, towers and columns. With its use of plaster, stone and distinctive domes, the design stands out.",domes;minarets;towers;columns,plaster;stone,Byzantine
"With its use of wood, mosaic, glass and distinctive balconies, the design stands out. It is primarily built using wood, mosaic and glass.",balconies;buttresses;domes,wood;mosaic;glass,Romanesque
"This structure exemplifies the Byzantine architectural style. The building showcases domes, buttresses, columns and minarets. It is primarily built using mosaic, brick and stone.",domes;buttresses;columns;minarets,mosaic;brick;stone,Byzantine
"The building showcases domes, vaults and columns. With its use of glass, wood, tile and distinctive domes, the design stands out. It is primarily built using glass, wood and tile. This structure exemplifies the Medieval architectural style.",domes;vaults;columns,glass;wood;tile,Medieval
